Hypothesis_ID,Hypothesis,Tier,Domain,Status,Directional_Link_Count,Context_Link_Count,Limitation_Link_Count,Unique_Evidence_Count,T_low,T_high,I_dir_low,I_dir_high,Lambda_low,Lambda_high,I_final_low,I_final_high,F_low,F_high,C_low,C_high,T_mid,I_final_mid,F_mid,Net_mid,Diagnostic
H18,Bronze A welding clay is geochemically compatible with CIANE/Pantanelli sediments from the Syracuse area.,Intermediate,assembly / geochemistry,ACTIVE,1.0,0.0,0.0,1.0,0.6859792100087299,0.9122477132888916,0.08775228671110835,0.31402078999127014,0.0,0.0,0.08775228671110835,0.31402078999127014,0.0,0.09122477132888918,0.0,0.09122477132888918,0.7991134616488107,0.20088653835118925,0.04561238566444459,0.7535010759843661,Strong support
H19,Bronze B welding/restoration material is geochemically compatible with CIANE/Pantanelli sediments from the Syracuse area.,Intermediate,assembly / geochemistry,ACTIVE,1.0,0.0,1.0,2.0,0.19581249992646899,0.4580204297174286,0.5419795702825714,0.804187500073531,0.544807647065757,0.7945643582233323,0.7915126029049706,0.9597731334097122,0.0,0.08327644176680526,0.0,0.08327644176680526,0.3269164648219488,0.8756428681573414,0.04163822088340263,0.28527824393854617,Indeterminate
H20,The bronzes experienced a multi-phase marine depositional/alteration history.,Intermediate,depositional history,ACTIVE,1.0,1.0,0.0,2.0,0.44483358109246984,0.7134399411270566,0.28656005887294345,0.5551664189075302,0.0,0.0,0.28656005887294345,0.5551664189075302,0.0,0.07927110456967301,0.0,0.07927110456967301,0.5791367611097632,0.4208632388902368,0.039635552284836506,0.5395012088249267,Moderate support
H21,A and B were produced in the same workshop or tightly integrated production complex.,Synthetic,relation A/B,DEFERRED-SYNTHETIC,,,,,,,,,,,,,,,,,,,,,
H22,Bronze A's principal casting-core material derives from the Sibari area / northern Calabria.,Intermediate,provenance A,ACTIVE-STATUE-SPECIFIC,3.0,0.0,2.0,5.0,0.3532438959132911,0.6448125144610923,0.16912734329833454,0.45659332679229536,0.4655784571530067,0.7324817217032905,0.5559637528961158,0.8546287823685322,0.29402548517565896,0.5955518210033024,0.29402548517565896,0.5955518210033024,0.4990282051871917,0.705296267632324,0.4447886530894807,0.05423955209771103,Indeterminate + contested
H23,Bronze B's principal casting-core material derives from the Sibari area / northern Calabria.,Intermediate,provenance B,ACTIVE-STATUE-SPECIFIC,4.0,0.0,1.0,5.0,0.4655784571530067,0.7532826074895485,0.11135930169710026,0.3635065401483427,0.3532438959132911,0.6161878771933119,0.4252662040327241,0.7557060940217619,0.3198130857303111,0.6179318956493571,0.3198130857303111,0.6179318956493571,0.6094305323212776,0.5904861490272431,0.4688724906898341,0.14055804163144353,Contradictory / contested
H24,Bronze A's principal casting-core material derives from Argos/Argolid.,Intermediate,provenance A,ACTIVE-STATUE-SPECIFIC,4.0,0.0,2.0,6.0,0.45195250043891155,0.7942888038566733,0.07552722085643554,0.3299226338936305,0.7437622600289817,0.939516434436316,0.7631151844075267,0.9594713316943647,0.39800357786897345,0.7167723525643415,0.39800357786897345,0.7167723525643415,0.6231206521477924,0.8612932580509457,0.5573879652166575,0.06573268693113499,Indeterminate + contested
H25,Bronze B's principal casting-core material derives from Argos/Argolid.,Intermediate,provenance B,ACTIVE-STATUE-SPECIFIC,4.0,0.0,1.0,5.0,0.5041601921435697,0.7962123224995478,0.02709211526429503,0.18145213289073794,0.5205325395267981,0.7739086616855372,0.5335223272314169,0.8149334172508178,0.6340508970524668,0.8969982389411537,0.5041601921435697,0.7962123224995478,0.6501862573215587,0.6742278722411174,0.7655245679968102,-0.11533831067525158,Indeterminate + contested
H26,Bronze A's principal casting-core material derives broadly from southern Greece.,Intermediate,provenance A,ACTIVE-STATUE-SPECIFIC,3.0,0.0,1.0,4.0,0.5632861853127475,0.8457722811767209,0.15422771882327913,0.43671381468725246,0.3262112928011446,0.594533284272547,0.43012818808131037,0.7716062004265948,0.0,0.1532832020856859,0.0,0.1532832020856859,0.7045292332447342,0.6008671942539525,0.07664160104284296,0.6278876322018911,Strong support
H27,Bronze B's principal casting-core material derives broadly from southern Greece.,Intermediate,provenance B,ACTIVE-STATUE-SPECIFIC,4.0,0.0,0.0,4.0,0.6733221855013721,0.9118620925562075,0.027431314550225756,0.18136055241174168,0.0,0.0,0.02743131455022574,0.18136055241174165,0.44483358109246984,0.7591690303367047,0.44483358109246984,0.7591690303367047,0.7925921390287898,0.1043959334809837,0.6020013057145872,0.19059083331420257,Contradictory / contested
H28,Bronze A's principal casting-core material plausibly derives from the Megarid.,Intermediate,provenance A,ACTIVE-STATUE-SPECIFIC,1.0,0.0,3.0,4.0,0.19267848867997694,0.45187110994176205,0.548128890058238,0.807321511320023,0.6932965329896312,0.916702685035453,0.861409563939038,0.983950399241531,0.0,0.08215838362577488,0.0,0.08215838362577488,0.3222747993108695,0.9226799815902845,0.04107919181288744,0.28119560749798206,Indeterminate
H29,Bronze A's principal casting-core material derives from the Corinth area.,Intermediate,provenance A,ACTIVE-STATUE-SPECIFIC-NEGATIVE,1.0,0.0,2.0,3.0,0.0,0.08215838362577488,0.26057454736802566,0.5183037783000577,0.676940239663843,0.9083274875992103,0.7611213904862599,0.9558416971427985,0.4816962216999423,0.7394254526319743,0.0,0.08215838362577488,0.04107919181288744,0.8584815438145292,0.6105608371659583,-0.5694816453530709,"Indeterminate, opposition-dominant"
H30,Bronze B's principal casting-core material derives from the Corinth area.,Intermediate,provenance B,ACTIVE-STATUE-SPECIFIC-NEGATIVE,2.0,0.0,1.0,3.0,0.0,0.15491670237577382,0.10998522450763394,0.359057270212404,0.5205325395267981,0.7739086616855372,0.5732668758110484,0.8550884004393973,0.640942729787596,0.8900147754923661,0.0,0.15491670237577382,0.07745835118788691,0.7141776381252228,0.7654787526399811,-0.6880204014520942,"Indeterminate, opposition-dominant"
H31,Bronze A's principal casting-core material derives from Athens/Attica.,Intermediate,provenance A,ACTIVE-STATUE-SPECIFIC,2.0,0.0,2.0,4.0,0.1818463954208961,0.44361428021759863,0.26057454736802566,0.5183037783000577,0.676940239663843,0.9083274875992103,0.7611213904862599,0.9558416971427985,0.4816962216999423,0.7394254526319743,0.1818463954208961,0.44361428021759863,0.31273033781924736,0.8584815438145292,0.6105608371659583,-0.29783049934671096,Indeterminate + contested
H32,Bronze B's principal casting-core material derives from Athens/Attica.,Intermediate,provenance B,ACTIVE-STATUE-SPECIFIC,2.0,0.0,1.0,3.0,0.0,0.15491670237577382,0.07467025763457202,0.28774485250508547,0.5205325395267981,0.7739086616855372,0.5563344983277261,0.8389652804815096,0.7122551474949146,0.925329742365428,0.0,0.15491670237577382,0.07745835118788691,0.6976498894046179,0.8187924449301713,-0.7413340937422844,"Indeterminate, opposition-dominant"
